"rank","profile","name","url","state","revenue","growth","industry","workers","founded","yrs_on_list","previous_workers","metro","city"
811,"https://www.inc.com/profile/ten24","ten24","ten24web.com","MA",3.6,121.8047,"Software",28,2008,2,13,NA,"Worcester"
812,"https://www.inc.com/profile/grassburger","Grassburger","eatgrassburger.com","CO",2.5,121.743,"Food & Beverage",50,2014,1,25,NA,"Durango"
813,"https://www.inc.com/profile/the-haro-group-of-keller-williams-real-estate","The Haro Group of Keller Williams Real Estate","theresnoplacelikegreenville.com","SC",2.4,121.7316,"Real Estate",19,2010,2,18,"Greenville-Mauldin-Easley, SC","Greenville"
814,"https://www.inc.com/profile/golden-reserve","Golden Reserve","goldenreserve.com","OH",3.5,121.698,"Financial Services",10,2011,2,3,"Columbus, OH","Dublin"
815,"https://www.inc.com/profile/hispanispace","HispaniSpace","thinknowresearch.com","CA",3.3,121.6191,"Advertising & Marketing",15,2011,1,7,"Los Angeles","Burbank"
816,"https://www.inc.com/profile/rockway-exhibits-events","Rockway Exhibits + Events","rockwayexhibits.com","FL",4.7,121.6035,"Advertising & Marketing",25,2011,1,10,"Orlando, FL","Orlando"
817,"https://www.inc.com/profile/higherground-managed-services","HigherGround Managed Services","highergroundmsp.com","IL",4.6,121.5969,"IT Management",30,2004,1,4,"Chicago","Rolling Meadows"
818,"https://www.inc.com/profile/brink","Brink","http://brink.com","AZ",2.9,121.3847,"Advertising & Marketing",22,2001,2,12,NA,"Tucson"
819,"https://www.inc.com/profile/allixo","Allixo","allixo.com","WA",3.1,121.3468,"IT Management",21,2009,2,12,NA,"Mount Vernon"
820,"https://www.inc.com/profile/rentec-direct","Rentec Direct","rentecdirect.com","OR",4.1,121.3146,"Software",13,2009,3,6,NA,"Grants Pass"
821,"https://www.inc.com/profile/professional-enrollment-concepts","Professional Enrollment Concepts","pecinsuresource.com","TX",9.2,121.2288,"Human Resources",55,2012,3,20,"Houston","Houston"
822,"https://www.inc.com/profile/qiigo","Qiigo","qiigo.com","GA",8.1,121.1805,"Advertising & Marketing",61,2006,5,33,"Atlanta","Roswell"
823,"https://www.inc.com/profile/lumiere-childrens-therapy","Lumiere Children's Therapy","lumierechild.com","IL",2.9,121.0526,"Health",45,2009,1,20,"Chicago","Chicago"
824,"https://www.inc.com/profile/city-brew-tours","City Brew Tours","citybrewtours.com","MA",2.5,120.9645,"Travel & Hospitality",42,2008,2,13,"Boston","Watertown"
825,"https://www.inc.com/profile/mountain-showcase-group","Mountain Showcase Group","mountainshowcase.com","NC",4.3,120.944,"Consumer Products & Services",37,1996,3,24,"Asheville, NC","Hendersonville"
826,"https://www.inc.com/profile/fab-tec","Fab-Tec","fab-tec.com","NC",3.9,120.7735,"Construction",50,1997,2,22,"Charlotte","Dallas"
827,"https://www.inc.com/profile/facility-systems","Facility Systems","fsikc.com","KS",4.5,120.7535,"Construction",10,1985,1,7,"Kansas City, MO-KS","OVERLAND PARK"
828,"https://www.inc.com/profile/halco-testing-services","Halco Testing Services","halcotestingservices.com","CA",2.8,120.6893,"Business Products & Services",18,1976,2,9,"Los Angeles","Los Angeles"
829,"https://www.inc.com/profile/competitive-health","Competitive Health","competitivehealth.com","CA",4.8,120.6655,"Health",5,1996,2,3,"Los Angeles","Irvine"
830,"https://www.inc.com/profile/evolvemkd","EvolveMKD","evolvemkd.com","NY",6.5,120.6522,"Advertising & Marketing",20,2014,1,10,"New York City","New York"
831,"https://www.inc.com/profile/premier-networx","Premier Networx","augustaitguys.com","GA",2.6,120.4312,"IT Management",14,2013,2,11,NA,"Martinez"
832,"https://www.inc.com/profile/aqua-yield-operations","Aqua-Yield Operations","aquayield.com","UT",2.6,120.332,"Business Products & Services",27,2014,1,9,"Salt Lake City","Draper"
833,"https://www.inc.com/profile/open-source-integrators","Open Source Integrators","opensourceintegrators.com","AZ",3,120.2738,"IT System Development",21,2010,1,9,"Phoenix","Gilbert"
834,"https://www.inc.com/profile/tri-tower-telecom","Tri Tower Telecom","tritowertelecom.com","NY",7.7,120.1814,"Telecommunications",21,2009,1,13,"Rochester, NY","Rochester"
835,"https://www.inc.com/profile/stamford-technology-solutions","Stamford Technology Solutions","http://infinitysts.com","CT",3.4,120.0901,"Business Products & Services",35,2013,2,20,"Bridgeport-Stamford-Norwalk, CT","Stamford"
836,"https://www.inc.com/profile/mattingly-concrete","Mattingly Concrete","mattinglyconcrete.com","IN",5,119.8725,"Construction",49,1987,2,27,"Indianapolis, IN","Indianapolis"
837,"https://www.inc.com/profile/it-partners-bethel-park-pa","IT Partners (Bethel Park, PA)","itpsap.com","VA",8.5,119.8532,"Business Products & Services",45,1994,6,24,"Pittsburgh, PA","Vienna"
838,"https://www.inc.com/profile/it-management-corporation","IT Management Corporation","it-management.com","CA",9.2,119.6088,"IT Management",22,2009,1,12,"San Jose","Santa Clara"
839,"https://www.inc.com/profile/modality-solutions","Modality Solutions","modality-solutions.com","TX",2.1,119.5006,"Engineering",8,2011,1,7,"Houston","League City"
840,"https://www.inc.com/profile/southwest-antennas","Southwest Antennas","http://southwestantennas.com","CA",7.4,119.2469,"Manufacturing",50,2005,1,30,"San Diego","San Diego"
841,"https://www.inc.com/profile/mckay-advertising-activation","McKay Advertising + Activation","mckayadvertising.com","FL",3,119.1869,"Advertising & Marketing",12,2005,3,10,"Tampa","Tampa"
842,"https://www.inc.com/profile/dream-local-digital","Dream Local Digital","dreamlocal.com","ME",3.6,119.0561,"Advertising & Marketing",35,2009,2,25,NA,"Rockland"
843,"https://www.inc.com/profile/the-music-room","The Music Room","tmraudio.com","CO",5.9,118.9234,"Consumer Products & Services",18,2011,1,5,NA,"Erie"
844,"https://www.inc.com/profile/wellworks-for-you","Wellworks For You","wellworksforyou.com","PA",5.8,118.4928,"Health",54,2008,1,19,"Philadelphia","West Chester"
845,"https://www.inc.com/profile/cambria-investment-management-lp","Cambria Investment Management, LP","cambriainvestments.com","CA",5.4,118.4053,"Financial Services",7,2006,1,5,"Los Angeles","El Segundo"
846,"https://www.inc.com/profile/actualtech-media","ActualTech Media","actualtechmedia.com","SC",2.9,117.9266,"Advertising & Marketing",10,2012,1,4,"Charleston, SC","North Charleston"
847,"https://www.inc.com/profile/day-translations","Day Translations","daytranslations.com","FL",3.3,117.8302,"Business Products & Services",61,2007,2,45,"Tampa","Tampa"
848,"https://www.inc.com/profile/sharp-medical-staffing","SHARP MEDICAL STAFFING","sharpmedicalstaffing.com","NE",5.4,117.8033,"Health",55,2013,1,30,"Omaha-Council Bluffs, NE-IA","OMAHA"
849,"https://www.inc.com/profile/lmg","LMG","lmgresults.com","OH",6.3,117.7814,"Advertising & Marketing",32,2004,2,22,NA,"Dayton"
850,"https://www.inc.com/profile/norman-heating-air-conditioning","Norman Heating & Air Conditioning","normanair.com","OK",3.3,117.7419,"Consumer Products & Services",21,2008,2,6,"Oklahoma City, OK","Norman"
851,"https://www.inc.com/profile/tr-miller-heating-cooling","TR MILLER HEATING & COOLING","trmillerheatingandcooling.com","IL",5.3,117.7283,"Construction",30,2008,1,14,"Chicago","Plainfield"
852,"https://www.inc.com/profile/darkblade-systems","Darkblade Systems","darkbladesystems.com","VA",8.9,117.6748,"Government Services",48,2010,4,21,"Washington, DC","Winchester"
853,"https://www.inc.com/profile/medical-b-t-services","Medical B & T services","practiceforces.com","FL",4,117.5407,"Health",25,2004,1,10,"Tampa","SAFETY HARBOR"
854,"https://www.inc.com/profile/mighty-8th-media","Mighty 8th Media","m8th.com","GA",3.7,117.4778,"Advertising & Marketing",15,2005,1,12,"Atlanta","Buford"
855,"https://www.inc.com/profile/coastal-payroll","Coastal Payroll","coastalpayroll.com","CA",8.3,117.0083,"Human Resources",51,2007,5,26,"San Diego","San Diego"
856,"https://www.inc.com/profile/pet-assure-corp","Pet Assure Corp","petbenefits.com","NJ",4.3,116.9608,"Consumer Products & Services",17,2007,1,15,"New York City","Lakewood"
857,"https://www.inc.com/profile/levitate-media","Levitate Media","levitatemedia.com","CA",6.4,116.8628,"Advertising & Marketing",25,2009,6,15,"San Francisco","San Francisco"
858,"https://www.inc.com/profile/paysphere-payroll-hr","PaySphere Payroll & HR","payspherepayroll.com","TX",2.3,116.7363,"Human Resources",15,2012,2,8,"Houston","Houston"
859,"https://www.inc.com/profile/intellectual-capitol","Intellectual Capitol","icapsolutions.net","SC",6.1,116.7017,"IT System Development",55,2003,5,16,"Greenville-Mauldin-Easley, SC","Greenville"
860,"https://www.inc.com/profile/all-industrial-tool-supply","All Industrial Tool Supply","allindustrial.com","CA",8.5,116.6927,"Manufacturing",16,2010,4,7,"Los Angeles","HUNTINGTON BEACH"
861,"https://www.inc.com/profile/dkbinnovative","DKBinnovative","dkbinnovative.com","TX",3.9,116.5708,"IT Management",25,2004,3,9,"Dallas","Frisco"
862,"https://www.inc.com/profile/clason-point-partners","Clason Point Partners","cppgs.com","NY",5.5,116.547,"Government Services",52,2011,3,32,"New York City","Yonkers"
863,"https://www.inc.com/profile/classy-art","Classy Art","http://classyart.net","TX",3.2,116.515,"Manufacturing",15,1987,1,11,"Houston","Houston"
864,"https://www.inc.com/profile/torchlight-hire","TorchLight Hire","torchlighthire.com","VA",5.6,116.4357,"Advertising & Marketing",13,2012,3,7,"Washington, DC","Arlington"
865,"https://www.inc.com/profile/cinch-it","Cinch IT","cinchit.com","MA",2.3,116.364,"IT Management",22,2004,1,6,NA,"Worcester"
866,"https://www.inc.com/profile/gc-realty-development","GC Realty & Development","gcrealtyinc.com","IL",4.5,116.2381,"Real Estate",21,2003,1,7,"Chicago","Bartlett"
867,"https://www.inc.com/profile/core-nutritionals","Core Nutritionals","corenutritionals.com","VA",5.1,116.0683,"Health",7,2004,4,3,"Washington, DC","Ashburn"
868,"https://www.inc.com/profile/peoples-television","People's Television","http://www.peoples.tv","DC",3.5,116.0667,"Advertising & Marketing",10,2011,1,6,"Washington, DC","Washington, D.C."
869,"https://www.inc.com/profile/premier-pools-and-spas","Premier Pools and Spas","ppas.com","CA",6.8,115.9802,"Construction",11,2014,2,7,"Sacramento, CA","Granite Bay"
870,"https://www.inc.com/profile/cadence-communications-and-research","Cadence Communications and Research","cadencecr.com","CA",7.2,115.9477,"Health",13,2008,1,11,"Oxnard-Thousand Oaks-Ventura, CA","Westlake Village"
871,"https://www.inc.com/profile/dynamics-resources","Dynamics Resources","dynamicsresources.com","IL",9.1,115.8764,"IT Management",47,2009,4,28,"Chicago","VERNON HILLS"
872,"https://www.inc.com/profile/succession-resource-group","Succession Resource Group","successionresource.com","OR",2.3,115.7456,"Financial Services",12,2012,1,4,NA,"Lake Oswego"
873,"https://www.inc.com/profile/intrust-funding","Intrust Funding","intrustfunding.com","WA",8.1,115.6165,"Financial Services",6,2009,5,1,"Seattle","Bellevue"
874,"https://www.inc.com/profile/complete-network","Complete Network","complete.network","NY",5.8,115.5491,"IT Management",31,2011,4,11,"Albany-Schenectady-Troy, NY","Albany"
875,"https://www.inc.com/profile/bandwave-systems","Bandwave Systems","bandwavesystems.com","NJ",7.7,115.4154,"Telecommunications",23,2000,5,13,"Philadelphia","Burlington"
876,"https://www.inc.com/profile/tane","Tane","http://tanedv.com","NY",2.9,115.2836,"Advertising & Marketing",12,2002,3,4,"New York City","New York"
877,"https://www.inc.com/profile/thornhill","Thornhill","thornhillandassociates.com","CA",2.2,115.265,"Insurance",19,2003,2,7,"Los Angeles","Porter Ranch"
878,"https://www.inc.com/profile/obility","Obility","obilityb2b.com","OR",4.7,115.2341,"Advertising & Marketing",32,2011,4,22,NA,"Portland"
879,"https://www.inc.com/profile/precision-measurement-engineering","Precision Measurement Engineering","pme.com","CA",2,115.2009,"Environmental Services",11,1982,1,9,"San Diego","Vista"
880,"https://www.inc.com/profile/for","FOR","forenergy.com","AZ",2.6,115.1341,"Construction",30,2010,2,10,"Phoenix","Tempe"
881,"https://www.inc.com/profile/emd-strategies","EMD Strategies","emdstrategies.com","VA",3.2,115.1148,"Business Products & Services",15,2009,1,7,"Washington, DC","Arlington"
882,"https://www.inc.com/profile/scott-brown-media-group","Scott Brown Media Group","sbmg.com","NC",8.5,114.8082,"Advertising & Marketing",48,2005,6,26,"Charlotte","Charlotte"
883,"https://www.inc.com/profile/sanmejio","Sanmejio","flooringmaster.com","FL",2.9,114.6552,"Construction",13,2004,1,6,"Tampa","Tampa"
884,"https://www.inc.com/profile/go-forth-pest-control","Go-Forth Pest Control","go-forth.com","NC",6.7,114.6407,"Consumer Products & Services",70,1959,3,36,NA,"High Point"
885,"https://www.inc.com/profile/atlantic-petroleum","Atlantic Petroleum","http://atlanticpetro.com","TX",2.2,114.2746,"Energy",11,2010,1,6,"Houston","Houston"
886,"https://www.inc.com/profile/generation-iron-brands","Generation Iron Brands","generationiron.com/network","NY",2.1,113.9,"Media",12,2014,1,3,"New York City","New York"
887,"https://www.inc.com/profile/policypak","PolicyPak","policypak.com","PA",3.8,113.7139,"Software",30,2007,1,10,"Philadelphia","Media"
888,"https://www.inc.com/profile/all-points-broadband","All Points Broadband","allpointsbroadband.com","VA",5.7,113.5302,"Telecommunications",40,2014,2,11,"Washington, DC","Leesburg"
889,"https://www.inc.com/profile/premier-orthodontic-specialists","Premier Orthodontic Specialists","yourazbraces.com","AZ",5.3,113.4524,"Health",55,2006,1,8,"Phoenix","Chandler"
890,"https://www.inc.com/profile/eq1-real-estate","EQ1 Real Estate","eq1re.com","CA",4.3,113.3402,"Real Estate",29,2013,2,15,"San Jose","San Jose"
891,"https://www.inc.com/profile/the-ask-method-company","The ASK Method Company","askmethod.com","TX",7.2,113.3373,"Education",50,2009,3,5,"Austin","Georgetown"
892,"https://www.inc.com/profile/intermountain-audiology-hearing-and-brain-clinics","Intermountain Audiology Hearing and Brain Clinics","intermountainaudiology.com","UT",6.5,113.173,"Health",21,2014,2,8,NA,"St. George"
893,"https://www.inc.com/profile/lightfoot-mechanical","Lightfoot Mechanical","lightfootmechanical.com","TX",9.3,113.0772,"Consumer Products & Services",53,1983,2,35,"Dallas","Weatherford"
894,"https://www.inc.com/profile/skyline-builders","Skyline Builders","pink-rose.com","NY",2.3,112.9924,"Construction",20,1999,1,8,"Rochester, NY","Rochester"
895,"https://www.inc.com/profile/keen-decision-systems","Keen Decision Systems","keends.com","NC",3.6,112.9151,"Advertising & Marketing",17,2010,1,3,NA,"Durham"
896,"https://www.inc.com/profile/conveyiq","ConveyIQ","conveyiq.com","NY",2.5,112.8704,"Software",35,2012,1,31,"New York City","New York"
897,"https://www.inc.com/profile/avio-consulting","AVIO Consulting","avioconsulting.com","TX",9.6,112.4324,"IT System Development",39,2007,1,18,"Dallas","Addison"
898,"https://www.inc.com/profile/johnson-consulting-group","Johnson Consulting Group","johnsonconsulting.com","AZ",9,112.1864,"Business Products & Services",38,1997,2,30,"Phoenix","Scottsdale"
899,"https://www.inc.com/profile/alliance-executive-search","Alliance Executive Search","allianceexec.com","VA",6.6,111.9967,"Human Resources",55,2011,3,20,"Washington, DC","Vienna"
900,"https://www.inc.com/profile/mid-valley-it","Mid Valley IT","midvalleyit.com","CA",2.7,111.9337,"IT Management",16,2007,2,10,NA,"Turlock"
901,"https://www.inc.com/profile/greenview-lawns","Greenview Lawns","greenviewlawnsinc.com","AR",3.8,111.7588,"Construction",40,2004,1,20,NA,"Fort Smith"
902,"https://www.inc.com/profile/verblio","Verblio","verblio.com","CO",3.1,111.7255,"Advertising & Marketing",11,2011,1,9,"Boulder, CO","Boulder"
903,"https://www.inc.com/profile/interactive-entertainment-group","Interactive Entertainment Group","interactiveparty.com","NY",3.8,111.3401,"Business Products & Services",45,2011,2,20,"New York City","Hauppauge"
904,"https://www.inc.com/profile/watters-international-realty","Watters International Realty","austintexasrealestate.com","TX",7,111.1739,"Real Estate",71,2010,1,25,"Austin","Austin"
905,"https://www.inc.com/profile/masspay","MassPay","masspaysolutions.com","MA",6.4,111.1441,"Human Resources",58,2004,6,25,"Boston","Beverly"
906,"https://www.inc.com/profile/blue-door-consulting","Blue Door Consulting","bluedoorconsulting.com","WI",3.4,111.0335,"Advertising & Marketing",34,2002,2,17,NA,"Oshkosh"
907,"https://www.inc.com/profile/optifuse","OptiFuse","optifuse.com","CA",5.2,110.9888,"Manufacturing",16,2000,5,9,"San Diego","El Cajon"
908,"https://www.inc.com/profile/dermacare-hampton-roads","Dermacare Hampton Roads","dermacarehr.com","VA",2.3,110.868,"Health",14,2006,1,9,"Virginia Beach","Chesapeake"
909,"https://www.inc.com/profile/aladtec","Aladtec","aladtec.com","WI",6.8,110.8365,"Software",39,2005,5,32,"Minneapolis","River Falls"
910,"https://www.inc.com/profile/the-hennessey-group","The Hennessey Group","thehennesseygroup.com","TX",8.8,110.1325,"Business Products & Services",22,2012,2,10,NA,"Midland"
911,"https://www.inc.com/profile/all-filters","All Filters","allfilters.com","UT",7.8,110.027,"Retail",12,2009,3,6,"Salt Lake City","Salt Lake City"
912,"https://www.inc.com/profile/arctic-supplies","Arctic Supplies","arcticsupplies.com","FL",3,109.9464,"Food & Beverage",4,2012,2,1,"Tampa","St Petersburg"
913,"https://www.inc.com/profile/dfuse-technologies","Dfuse Technologies","dfusetech.com","VA",6.9,109.9004,"IT System Development",42,1999,3,27,"Washington, DC","Sterling"
914,"https://www.inc.com/profile/women-rocking-business","Women Rocking Business","womenrockingbusiness.com","CA",2,109.8185,"Business Products & Services",3,2012,1,1,NA,"Santa Cruz"
915,"https://www.inc.com/profile/s2-it-group","S2 IT Group","s2itgroup.com","GA",7.8,109.7952,"IT Management",72,2009,5,32,"Atlanta","Alpharetta"
916,"https://www.inc.com/profile/clean-energy-solutions","Clean Energy Solutions","cleanenergysolar.org","CA",4.3,109.659,"Energy",19,2013,2,10,"Los Angeles","Los Angeles"
917,"https://www.inc.com/profile/vennli","Vennli","vennli.com","IN",2,109.6291,"Software",12,2013,1,21,NA,"South Bend"
918,"https://www.inc.com/profile/elite-core-enterprises","Elite Core Enterprises","elitecoreaudio.com","AR",7.4,109.4495,"Manufacturing",42,2014,1,9,NA,"Conway"
919,"https://www.inc.com/profile/forevercom","Forever.com","forever.com","PA",5.4,109.3678,"Software",50,2012,2,43,"Pittsburgh, PA","Pittsburgh"
920,"https://www.inc.com/profile/mercury-mosaics","Mercury Mosaics","mercurymosaics.com","MN",2.2,109.3059,"Manufacturing",27,2002,1,15,"Minneapolis","Minneapolis"
921,"https://www.inc.com/profile/INCATech","INCATech","http://incatech-corp.com","VA",7.1,109.2418,"IT System Development",34,2007,1,18,"Washington, DC","Reston"
922,"https://www.inc.com/profile/broadleaf-commerce","Broadleaf Commerce","broadleafcommerce.com","TX",7.5,109.1781,"Software",30,2011,3,19,"Dallas","Plano"
923,"https://www.inc.com/profile/service-direct","Service Direct","servicedirect.com","TX",6.3,108.7981,"Advertising & Marketing",20,2006,4,7,"Austin","Austin"
924,"https://www.inc.com/profile/network-optix","Network Optix","http://networkoptix.com","CA",7.3,108.7174,"Software",62,2010,4,26,"Los Angeles","BURBANK"
925,"https://www.inc.com/profile/convert-it-marketing","Convert IT Marketing","convertitmarketing.com","FL",9.6,108.2013,"Advertising & Marketing",25,2009,3,14,"Miami","Pembroke Pines"
926,"https://www.inc.com/profile/rockland-insurance-agency","Rockland Insurance Agency","gorockland.com","TX",2.1,107.941,"Insurance",24,2008,1,15,"Houston","Richmond"
927,"https://www.inc.com/profile/cloudmybiz","CloudMyBiz","cloudmybiz.com","CA",2.7,107.8979,"Software",12,2012,2,10,"Los Angeles","Sherman Oaks"
928,"https://www.inc.com/profile/vizzia-technologies","Vizzia Technologies","vizziatech.com","GA",3,107.5482,"Health",30,2005,2,20,NA,"Atlanta"
929,"https://www.inc.com/profile/printfection","Printfection","printfection.com","CO",5.9,107.3937,"Software",10,2004,1,5,"Denver","Denver"
930,"https://www.inc.com/profile/shore-funding-solutions","Shore Funding Solutions","shorefundingsolutions.com","NY",5,107.2731,"Financial Services",55,2014,2,25,"New York City","Melville"
931,"https://www.inc.com/profile/brandito","Brandito","brandito.net","VA",6.6,107.0859,"Advertising & Marketing",17,2009,4,7,"Richmond, VA","Richmond"
932,"https://www.inc.com/profile/museum-hack","Museum Hack","museumhack.com","NY",2.8,107.0517,"Travel & Hospitality",50,2013,2,12,"New York City","New York"
933,"https://www.inc.com/profile/protex-restaurant-services","Protex Restaurant Services","http://protexrs.com","TX",6.5,106.9429,"Business Products & Services",42,2014,2,20,NA,"Corpus Christi"
934,"https://www.inc.com/profile/stewardship-investments","Stewardship Investments","333rent.com","MO",5.2,106.9165,"Real Estate",18,2011,2,7,"Kansas City, MO-KS","Kansas City"
935,"https://www.inc.com/profile/kalles-group","Kalles Group","kallesgroup.com","WA",6.1,106.7961,"IT Management",35,2010,3,15,"Seattle","Seattle"
936,"https://www.inc.com/profile/concierge-cleaning-services","Concierge Cleaning Services","conciergeclean.com","CA",2.8,106.5554,"Business Products & Services",70,2013,2,35,"San Diego","San Diego"
937,"https://www.inc.com/profile/vital","Vital","vtldesign.com","NH",6.5,106.5079,"Advertising & Marketing",66,2001,5,27,"Boston","Portsmouth"
938,"https://www.inc.com/profile/java-connections","Java Connections","laptopsanytime.com","TX",3.7,106.4825,"Manufacturing",8,2008,2,5,"Dallas","Dallas"
939,"https://www.inc.com/profile/perfect-water-technologies","Perfect Water Technologies","homemasterfilters.com","AZ",7.2,106.0584,"Consumer Products & Services",21,2002,5,12,"Phoenix","Scottsdale"
940,"https://www.inc.com/profile/cross-media-corporation","Cross Media Corporation","lightcast.com","NC",2.4,106.0015,"Business Products & Services",10,2010,1,3,"Charlotte","Charlotte"
941,"https://www.inc.com/profile/pure-adapt","Pure Adapt","pureadapt.com","NY",5.2,105.9749,"Retail",13,2006,5,8,"Albany-Schenectady-Troy, NY","Guilderland Center"
942,"https://www.inc.com/profile/dash2-group","Dash2 Group","dash2group.com","UT",2.9,105.7779,"IT Management",11,2010,3,17,"Salt Lake City","Salt Lake City"
943,"https://www.inc.com/profile/paynorthwest","PayNorthwest","paynorthwest.com","WA",6.9,105.7624,"Human Resources",40,2007,4,28,"Seattle","Seattle"
944,"https://www.inc.com/profile/eide-communications-dba-eidecom","EideCom","http://eidecom.com","MN",3.4,105.6763,"Media",10,2003,1,6,"Minneapolis","Brooklyn Park"
945,"https://www.inc.com/profile/forshay","Forshay","forshay.com","CA",6,105.6058,"Human Resources",32,2011,2,15,"San Francisco","Lafayette"
946,"https://www.inc.com/profile/lexicon-solutions","Lexicon Solutions","lexiconsolutions.com","OR",4.9,105.5471,"IT Management",65,2004,4,35,NA,"Portland"
947,"https://www.inc.com/profile/differential","Differential","differential.com","OH",3.4,105.495,"Software",21,2013,1,15,"Cincinnati","Cincinnati"
948,"https://www.inc.com/profile/the-abbi-agency","The Abbi Agency","theabbiagency.com","NV",4.2,105.4536,"Advertising & Marketing",33,2008,4,12,NA,"Reno"
949,"https://www.inc.com/profile/sabre88","Sabre88","sabre88.com","NJ",5.4,105.3628,"Government Services",72,2008,5,50,"New York City","Newark"
950,"https://www.inc.com/profile/performance-plus-carts","Performance Plus Carts","performancepluscarts.com","FL",6.2,105.191,"Retail",18,2010,4,8,NA,"Auburndale"
951,"https://www.inc.com/profile/rjr-partners","RJR Partners","rjrpartners.com","CA",4.3,105.1348,"Human Resources",13,2012,2,15,"San Francisco","San Ramon"
952,"https://www.inc.com/profile/intivix","Intivix","intivix.com","CA",6,104.9647,"IT Management",22,1996,2,15,"San Francisco","San Francisco"
953,"https://www.inc.com/profile/swift-hr-solutions","Swift HR Solutions","swifthrsolutions.com","WA",3.8,104.6624,"Human Resources",25,2004,2,14,"Seattle","Bellevue"
954,"https://www.inc.com/profile/tenaglia-hunt","Tenaglia & Hunt","tenagliahunt.com","NJ",7.1,104.6266,"Business Products & Services",69,1976,2,26,"New York City","Rochelle Park"
955,"https://www.inc.com/profile/mbw-enterprises","MBW Enterprises","collegehunkshaulingjunk.com/northern-virginia","VA",2.1,104.567,"Consumer Products & Services",29,2014,1,18,"Washington, DC","falls church"
956,"https://www.inc.com/profile/jamaica-cottage-shop","Jamaica Cottage Shop","jamaicacottageshop.com","VT",5.1,103.9819,"Manufacturing",50,1995,2,30,NA,"South Londonderry"
957,"https://www.inc.com/profile/oxford-builders","Oxford Builders","oxfordbuilders.com","TX",4.6,103.9137,"Construction",45,1996,1,35,"Houston","Houston"
958,"https://www.inc.com/profile/aesthetic-products","Aesthetic Products","ayamedspa.com","GA",5.3,103.6251,"Health",17,2003,1,12,"Atlanta","Atlanta"
959,"https://www.inc.com/profile/design-management-group","Design Management Group","dmgnola.com","LA",2.3,103.5829,"Construction",6,2013,1,3,NA,"Metairie"
960,"https://www.inc.com/profile/comfort-now","Comfort Now","comfort-now.com","CA",4.3,103.3605,"Construction",23,2011,3,12,NA,"Visalia"
961,"https://www.inc.com/profile/netsearch-digital-marketing","NetSearch Digital Marketing","netsearchdigitalmarketing.com","VA",5.6,103.2643,"Advertising & Marketing",33,2006,5,22,"Richmond, VA","Richmond"
962,"https://www.inc.com/profile/information-technology-professionals","Information Technology Professionals","itprosusa.com","WI",9.5,103.0304,"IT Management",56,2003,5,10,"Madison, WI","Madison"
963,"https://www.inc.com/profile/anova-marine-insurance","ANOVA Marine Insurance","anovamarine.com","FL",7.7,102.7831,"Insurance",15,2011,4,6,"Miami","Doral"
964,"https://www.inc.com/profile/that-agency","That Agency","http://thatagency.com","FL",2.2,102.6846,"Advertising & Marketing",15,2004,1,8,"Miami","West Palm Beach"
965,"https://www.inc.com/profile/digital-edge","Digital Edge","http://digitaledge.marketing","FL",2,102.5932,"Advertising & Marketing",13,2011,1,8,"Jacksonville, FL","Jacksonville"
966,"https://www.inc.com/profile/hunter-business-law","Hunter Business Law","hunterbusinesslaw.com","FL",2.1,102.572,"Business Products & Services",9,2013,1,4,"Tampa","Tampa"
967,"https://www.inc.com/profile/environmental-heating-and-air-solutions","Environmental Heating and Air Solutions","ehasolutions.com","CA",6.4,102.5239,"Construction",33,2010,1,15,NA,"Roseville"
968,"https://www.inc.com/profile/cadmiumcd","CadmiumCD","cadmiumcd.com","MD",7.7,102.4166,"Software",65,2000,4,30,"Baltimore","Forest Hill"
969,"https://www.inc.com/profile/datashield","DataShield","datashieldcorp.com","NE",3.6,102.3862,"Security",18,2003,3,15,"Omaha-Council Bluffs, NE-IA","Omaha"
970,"https://www.inc.com/profile/innovia-events","innoVia Events","innoviapro.com","TX",5.4,101.8222,"Business Products & Services",12,2012,3,7,"Dallas","Dallas"
971,"https://www.inc.com/profile/ellevate-network","Ellevate Network","ellevatenetwork.com","NY",3.3,101.8168,"Consumer Products & Services",26,1996,1,10,"New York City","New York"
972,"https://www.inc.com/profile/rapidvisa","RapidVisa","rapidvisa.com","NV",6.1,101.7861,"Consumer Products & Services",16,2006,4,11,"Las Vegas, NV","Las Vegas"
973,"https://www.inc.com/profile/bilt-rite-scaffold","Bilt Rite Scaffold","biltritescaffold.com","TX",7.5,101.7814,"Construction",52,2006,2,33,"Austin","Austin"
974,"https://www.inc.com/profile/iluma-agency","iluma Agency","ilumaagency.com","FL",6.5,101.7719,"Advertising & Marketing",28,2001,1,17,"Miami","Miami Lakes"
975,"https://www.inc.com/profile/hungerford-technologies","Hungerford Technologies","hungerford.tech","MI",3.3,101.7693,"IT Management",17,1999,1,15,NA,"Grand Rapids"
976,"https://www.inc.com/profile/bigtime-software","BigTime Software","bigtime.net","IL",4.6,101.7504,"Software",45,2001,1,15,"Chicago","Chicago"
977,"https://www.inc.com/profile/home-health-solutions","Home Health Solutions","homehealthsolutionsllc.com","AL",4,101.7297,"Health",17,2012,2,7,"Birmingham, AL","Carbon Hill"
978,"https://www.inc.com/profile/oneils","ONeils","http://oneilstreeservice.com","FL",2.7,101.6126,"Environmental Services",17,2008,1,10,"Tampa","Palm Harbor"
